graphNodes,density,expNo,delta,compressionRatio,executionTime,readTime,writeTime
2048,85,1,0.9,3.057095,1.184242,0.574658,0.118717
2048,85,1,1,3.232668,1.415438,0.554386,0.149139
2048,85,1,0.5,2.096216,0.84643,0.550827,0.097683
2048,85,1,0.6,2.207919,0.860305,0.552333,0.105443
2048,85,1,0.7,2.520299,0.9305,0.565022,0.115227
2048,85,1,0.8,2.777176,1.00822,0.55908,0.115527
2048,85,1,0.9,3.057216,1.170934,0.55751,0.120581
2048,85,1,1,3.231953,1.495778,0.56597,0.218589
2048,85,1,0.5,2.095281,0.907755,0.555794,0.154453
2048,85,1,0.6,2.209221,0.877728,0.561484,0.108251
2048,85,1,0.7,2.520336,0.926628,0.557756,0.116181
2048,85,1,0.8,2.778695,1.021001,0.575186,0.115358
2048,85,1,0.9,3.055971,1.17765,0.562544,0.121482
2048,85,1,1,3.233891,1.401965,0.565626,0.125265
2048,90,1,0.5,2.204899,4.013793,3.749814,0.086049
2048,90,1,0.6,2.511738,0.877612,0.589841,0.100598
2048,90,1,0.7,2.743918,0.920967,0.590905,0.109941
2048,90,1,0.8,2.980872,0.997367,0.599331,0.11348
2048,90,1,0.9,3.277078,1.172578,0.613022,0.116215
2048,90,1,1,3.471506,1.399674,0.59798,0.120101
2048,90,1,0.5,2.204543,0.923181,0.600312,0.087232
2048,90,1,0.6,2.509641,0.886259,0.59758,0.101155
2048,90,1,0.7,2.745344,0.923947,0.594414,0.110412
2048,90,1,0.8,2.979484,1.010949,0.611854,0.113003
2048,90,1,0.9,3.276077,1.164774,0.602682,0.116752
2048,90,1,1,3.465932,1.390532,0.598384,0.11895
2048,90,1,0.5,2.204663,0.851587,0.585062,0.085928
2048,90,1,0.6,2.510035,0.873224,0.584093,0.101458
2048,90,1,0.7,2.744035,0.971411,0.598495,0.151548
2048,90,1,0.8,2.980677,1.007301,0.608694,0.112943
2048,90,1,0.9,3.280042,1.164717,0.597958,0.122747
2048,90,1,1,3.465592,1.394565,0.602626,0.119104
2048,90,1,0.5,2.204721,0.858297,0.594007,0.086119
2048,90,1,0.6,2.511549,0.953107,0.591746,0.100608
2048,90,1,0.7,2.745137,0.924846,0.59522,0.109884
2048,90,1,0.8,2.980814,1.007162,0.609038,0.113511
2048,90,1,0.9,3.277448,1.148333,0.58715,0.116558
2048,90,1,1,3.46904,1.401024,0.611722,0.118987
2048,90,1,0.5,2.206151,0.882456,0.597617,0.086154
2048,90,1,0.6,2.509836,0.936085,0.608035,0.141761
2048,90,1,0.7,2.746045,0.936763,0.607228,0.109763
2048,90,1,0.8,2.979619,1.010908,0.605339,0.115229
2048,90,1,0.9,3.275927,1.214713,0.617566,0.150906
2048,90,1,1,3.466212,1.394685,0.601712,0.119041
2048,95,1,0.5,2.860257,4.345394,4.1297,0.079312
2048,95,1,0.6,3.01367,0.860777,0.626405,0.077138
2048,95,1,0.7,3.248422,0.88612,0.626939,0.085618
2048,95,1,0.8,3.542901,0.980964,0.63037,0.118079
2048,95,1,0.9,3.809754,1.076231,0.633443,0.101322
2048,95,1,1,4.004974,1.283479,0.622986,0.107745
2048,95,1,0.5,2.861835,0.843944,0.619369,0.082603
2048,95,1,0.6,3.011165,0.853659,0.620392,0.077399
2048,95,1,0.7,3.248512,0.887001,0.629446,0.085609
2048,95,1,0.8,3.544404,0.961932,0.634994,0.095353
2048,95,1,0.9,3.810355,1.310726,0.630778,0.310772
2048,95,1,1,4.00495,1.305664,0.644732,0.106546
2048,95,1,0.5,2.860512,0.852674,0.62819,0.080446
2048,95,1,0.6,3.012494,0.859768,0.62565,0.077051
2048,95,1,0.7,3.249336,0.903685,0.642449,0.085932
2048,95,1,0.8,3.543758,0.951012,0.622634,0.09588
2048,95,1,0.9,3.808804,1.079166,0.636498,0.10055
2048,95,1,1,4.006754,1.292206,0.622651,0.105906
2048,95,1,0.5,2.860266,0.864296,0.639713,0.081807
2048,95,1,0.6,3.015118,0.865544,0.63157,0.078516
2048,95,1,0.7,3.246861,0.887108,0.626542,0.086578
2048,95,1,0.8,3.544278,0.96473,0.63674,0.096447
2048,95,1,0.9,3.811237,1.096205,0.627426,0.101698
2048,95,1,1,4.005119,1.290526,0.631953,0.105881
2048,95,1,0.5,2.861753,0.878339,0.629875,0.081629
2048,95,1,0.6,3.011244,0.875271,0.642916,0.076938
2048,95,1,0.7,3.248589,0.888093,0.627989,0.086054
2048,95,1,0.8,3.543351,0.955314,0.630107,0.094696
2048,95,1,0.9,3.812911,1.064665,0.621232,0.100481
2048,95,1,1,4.007036,1.285864,0.630571,0.106358
2048,98,1,0.5,3.79113,4.379,4.1955,0.093299
2048,98,1,0.6,4.032808,0.828211,0.653196,0.076896
2048,98,1,0.7,4.122844,0.816068,0.643757,0.06519
2048,98,1,0.8,4.503335,0.856802,0.653779,0.067117
2048,98,1,0.9,4.839026,0.903914,0.638842,0.073954
2048,98,1,1,5.061395,1.015067,0.639701,0.081417
2048,98,1,0.5,3.791494,0.834498,0.647842,0.094658
2048,98,1,0.6,4.030751,0.815708,0.640747,0.077342
2048,98,1,0.7,4.117269,0.82658,0.651864,0.069978
2048,98,1,0.8,4.503173,0.848475,0.644923,0.067069
2048,98,1,0.9,4.835275,0.915681,0.647786,0.073755
2048,98,1,1,5.074505,1.019997,0.645908,0.080473
2048,98,1,0.5,3.792068,0.835477,0.649639,0.094653
2048,98,1,0.6,4.030869,0.820153,0.64697,0.077257
2048,98,1,0.7,4.125004,0.826984,0.657394,0.064772
2048,98,1,0.8,4.501614,0.872359,0.668308,0.067102
2048,98,1,0.9,4.839083,0.916909,0.645458,0.074315
2048,98,1,1,5.066355,1.038702,0.664676,0.081095
2048,98,1,0.5,3.792376,0.824089,0.638247,0.09406
2048,98,1,0.6,4.030771,0.820497,0.644442,0.078418
2048,98,1,0.7,4.121504,0.830531,0.659121,0.064735
2048,98,1,0.8,4.49791,0.858949,0.652696,0.06757
2048,98,1,0.9,4.836703,0.905996,0.63728,0.075044
2048,98,1,1,5.066267,1.012388,0.636845,0.080856
2048,98,1,0.5,3.791172,0.853445,0.668204,0.094191
2048,98,1,0.6,4.033282,0.829073,0.656521,0.076756
2048,98,1,0.7,4.121603,0.826751,0.655261,0.065791
2048,98,1,0.8,4.499308,0.84068,0.635988,0.067901
2048,98,1,0.9,4.837933,0.920113,0.650831,0.074392
2048,98,1,1,5.066885,1.022987,0.64481,0.081836
4096,80,1,0.5,1.918337,3.714633,2.251136,0.376283
4096,80,1,0.6,2.231403,4.007591,2.101233,0.451006
4096,80,1,0.7,2.521811,4.651498,2.136356,0.460197
4096,80,1,0.8,2.873356,5.911206,2.080382,0.466683
4096,80,1,0.9,3.168317,8.038458,2.098532,0.468465
4096,80,1,1,3.414395,11.826547,2.117548,0.484149
4096,80,1,0.5,1.918123,3.604892,2.083925,0.382902
4096,80,1,0.6,2.232155,3.977919,2.061232,0.452016
4096,80,1,0.7,2.522157,4.650681,2.120214,0.459423
4096,80,1,0.8,2.873532,6.016725,2.134503,0.462568
4096,80,1,0.9,3.168455,8.100463,2.080538,0.467799
4096,80,1,1,3.41428,11.78665,2.097041,0.492123
4096,80,1,0.5,1.918654,4.256989,2.08293,0.376824
4096,80,1,0.6,2.231632,3.914999,2.083123,0.452535
4096,80,1,0.7,2.522225,4.662707,2.104881,0.514055
4096,80,1,0.8,2.873682,5.880774,2.061117,0.46045
4096,80,1,0.9,3.177712,8.244078,2.182645,0.464618
4096,80,1,1,3.414775,11.796002,2.076344,0.484598
4096,80,1,0.5,1.918595,3.645096,2.135598,0.376878
4096,80,1,0.6,2.231823,4.019709,2.15184,0.451607
4096,80,1,0.7,2.522804,4.66315,2.087545,0.493259
4096,80,1,0.8,2.873939,5.976212,2.090488,0.464964
4096,80,1,0.9,3.169183,7.137044,2.104967,0.461818
4096,80,1,1,3.41677,11.905831,2.143061,0.483529
4096,80,1,0.5,1.918647,3.653873,2.161729,0.374265
4096,80,1,0.6,2.231065,4.041623,2.135374,0.455855
4096,80,1,0.7,2.521821,4.604634,2.112827,0.462505
4096,80,1,0.8,2.874028,5.912273,2.091928,0.469576
4096,80,1,0.9,3.169698,7.992958,2.15231,0.469002
4096,80,1,1,3.414957,11.715592,2.106874,0.484141
4096,85,1,0.5,2.097841,3.825349,2.366907,0.387801
4096,85,1,0.6,2.403558,4.069316,2.218371,0.444072
4096,85,1,0.7,2.687016,4.788077,2.302151,0.4589
4096,85,1,0.8,3.010205,6.091424,2.312498,0.460371
4096,85,1,0.9,3.327887,8.052654,2.20539,0.475623
4096,85,1,1,3.573534,11.730151,2.233355,0.498913
4096,85,1,0.5,2.097455,3.663554,2.190604,0.386855
4096,85,1,0.6,2.402366,4.101987,2.254557,0.445759
4096,85,1,0.7,2.687183,4.812363,2.298278,0.458881
4096,85,1,0.8,3.011515,5.92385,2.237506,0.458077
4096,85,1,0.9,3.326874,8.189519,2.226111,0.567196
4096,85,1,1,3.574001,11.637774,2.285768,0.494543
4096,85,1,0.5,2.097385,3.68568,2.19765,0.385806
4096,85,1,0.6,2.402718,4.095304,2.24956,0.444347
4096,85,1,0.7,2.687811,4.883418,2.305854,0.5065
4096,85,1,0.8,3.011163,6.004787,2.315285,0.525727
4096,85,1,0.9,3.327838,8.109855,2.200814,0.47547
4096,85,1,1,3.572753,10.522301,2.236651,0.520287
4096,85,1,0.5,2.097656,3.791913,2.250197,0.385551
4096,85,1,0.6,2.402708,4.119307,2.238983,0.447086
4096,85,1,0.7,2.688046,4.86609,2.266635,0.458819
4096,85,1,0.8,3.011267,5.96847,2.212938,0.459897
4096,85,1,0.9,3.327742,8.284136,2.21895,0.474313
4096,85,1,1,3.573924,11.991358,2.195394,0.50152
4096,85,1,0.5,2.097586,3.658017,2.205461,0.393075
4096,85,1,0.6,2.402802,4.144552,2.272821,0.480424
4096,85,1,0.7,2.686862,4.814189,2.22309,0.465845
4096,85,1,0.8,3.010405,5.28389,2.20168,0.456543
4096,85,1,0.9,3.328257,8.135883,2.247783,0.476609
4096,85,1,1,3.573407,11.643222,2.226862,0.494135
4096,90,1,0.5,2.368598,3.875015,2.562936,0.34557
4096,90,1,0.6,2.591304,4.534806,2.391762,0.427827
4096,90,1,0.7,2.918109,4.636028,2.328215,0.444756
4096,90,1,0.8,3.258901,5.922496,2.352446,0.45712
4096,90,1,0.9,3.567232,7.910436,2.381099,0.458227
4096,90,1,1,3.81239,11.031042,2.375216,0.487822
4096,90,1,0.5,2.367581,3.784684,2.418702,0.349236
4096,90,1,0.6,2.592158,4.089995,2.457024,0.424469
4096,90,1,0.7,2.917232,4.703649,2.400662,0.444897
4096,90,1,0.8,3.258246,5.938402,2.3882,0.450559
4096,90,1,0.9,3.567712,7.957197,2.391963,0.464325
4096,90,1,1,3.812282,11.497852,2.406708,0.485125
4096,90,1,0.5,2.367794,3.903264,2.354465,0.540006
4096,90,1,0.6,2.592393,5.267578,2.352121,0.422221
4096,90,1,0.7,2.91759,4.699869,2.362725,0.501466
4096,90,1,0.8,3.258714,5.780859,2.348118,0.459942
4096,90,1,0.9,3.575553,7.281006,2.36178,0.459401
4096,90,1,1,3.811065,11.571376,2.428316,0.487076
4096,90,1,0.5,2.367548,3.81829,2.418768,0.350017
4096,90,1,0.6,2.592318,4.011146,2.371157,0.42444
4096,90,1,0.7,2.917645,4.705335,2.381719,0.480275
4096,90,1,0.8,3.259378,5.950665,2.38231,0.519328
4096,90,1,0.9,3.565977,7.965877,2.35157,0.464654
4096,90,1,1,3.811873,11.246744,2.342589,0.497573
4096,90,1,0.5,2.368322,3.756835,2.399262,0.349588
4096,90,1,0.6,2.592033,4.016085,2.345904,0.45872
4096,90,1,0.7,2.917216,4.60187,2.346346,0.442784
4096,90,1,0.8,3.259682,5.835145,2.32092,0.461338
4096,90,1,0.9,3.566458,8.379473,2.345461,0.825482
4096,90,1,1,3.812505,11.700954,2.416988,0.492508
4096,95,1,0.5,2.866413,3.71475,2.685682,0.318464
4096,95,1,0.6,3.154941,3.815058,2.514822,0.336756
4096,95,1,0.7,3.429536,4.181606,2.500767,0.378336
4096,95,1,0.8,3.771934,5.345881,2.559175,0.399422
4096,95,1,0.9,4.105521,7.129125,2.531034,0.416276
4096,95,1,1,4.34436,10.378316,2.48262,0.44272
4096,95,1,0.5,2.866683,3.556239,2.480324,0.325482
4096,95,1,0.6,3.155662,3.777847,2.479877,0.336997
4096,95,1,0.7,3.428383,4.241659,2.517075,0.376068
4096,95,1,0.8,3.766449,5.141515,2.491964,0.391583
4096,95,1,0.9,4.106067,7.061542,2.543164,0.414227
4096,95,1,1,4.341884,8.241892,2.541908,0.423749
4096,95,1,0.5,2.866584,3.562769,2.476041,0.322588
4096,95,1,0.6,3.15651,3.843726,2.503822,0.334778
4096,95,1,0.7,3.426867,4.222686,2.510734,0.378908
4096,95,1,0.8,3.765439,5.253928,2.499145,0.394662
4096,95,1,0.9,4.105228,7.130728,2.498751,0.409429
4096,95,1,1,4.344121,10.573332,2.479942,0.444626
4096,95,1,0.5,2.86489,3.652369,2.553891,0.324716
4096,95,1,0.6,3.15448,3.871794,2.499675,0.410967
4096,95,1,0.7,3.428951,4.246201,2.519518,0.376273
4096,95,1,0.8,3.766608,5.275799,2.503711,0.395016
4096,95,1,0.9,4.105157,7.144367,2.467061,0.417958
4096,95,1,1,4.345437,10.574744,2.496482,0.450907
4096,95,1,0.5,2.866549,3.551579,2.475263,0.327746
4096,95,1,0.6,3.155306,3.768715,2.457393,0.337807
4096,95,1,0.7,3.427414,4.222084,2.498625,0.381622
4096,95,1,0.8,3.772915,5.199143,2.509654,0.39956
4096,95,1,0.9,4.105556,7.258491,2.56436,0.413882
4096,95,1,1,4.345144,10.441775,2.500583,0.447851
4096,98,1,0.5,3.807752,3.640799,2.742455,0.370015
4096,98,1,0.6,4.035901,3.477333,2.600934,0.30846
4096,98,1,0.7,4.420939,3.606762,2.520113,0.258297
4096,98,1,0.8,4.853633,4.406876,2.679167,0.283572
4096,98,1,0.9,5.139321,5.121862,2.589211,0.310644
4096,98,1,1,5.48543,7.76677,2.536778,0.346811
4096,98,1,0.5,3.807163,3.531299,2.596637,0.379104
4096,98,1,0.6,4.036178,3.411689,2.546212,0.304671
4096,98,1,0.7,4.419182,3.700458,2.615858,0.255527
4096,98,1,0.8,4.852079,4.264905,2.559931,0.28653
4096,98,1,0.9,5.141654,5.229288,2.621889,0.314552
4096,98,1,1,5.48559,7.917484,2.534953,0.546799
4096,98,1,0.5,3.80712,3.519408,2.58006,0.378683
4096,98,1,0.6,4.035608,3.459532,2.59032,0.303652
4096,98,1,0.7,4.419841,3.662093,2.581051,0.255534
4096,98,1,0.8,4.851425,4.317855,2.569534,0.288236
4096,98,1,0.9,5.138587,5.237457,2.535103,0.408292
4096,98,1,1,5.4856,7.815305,2.596463,0.344527
4096,98,1,0.5,3.807731,3.532977,2.615398,0.371315
4096,98,1,0.6,4.036406,3.460642,2.594109,0.308429
4096,98,1,0.7,4.420023,3.673343,2.599282,0.255765
4096,98,1,0.8,4.852533,4.325278,2.581344,0.287552
4096,98,1,0.9,5.14147,5.233331,2.609485,0.317605
4096,98,1,1,5.486199,7.929701,2.571276,0.344852
4096,98,1,0.5,3.808087,3.572167,2.634144,0.376078
4096,98,1,0.6,4.035866,3.484645,2.538008,0.375796
4096,98,1,0.7,4.421632,3.654189,2.542121,0.255389
4096,98,1,0.8,4.8506,4.167049,2.503505,0.288589
4096,98,1,0.9,5.141649,4.850263,2.542376,0.313078
4096,98,1,1,5.482167,7.854278,2.53895,0.348309
8192,80,1,0.5,2.058634,18.705913,8.90449,1.755629
8192,80,1,0.6,2.372013,22.857545,8.314783,1.872082
8192,80,1,0.7,2.718983,32.342986,8.427961,1.878616
8192,80,1,0.8,3.109581,52.33312,8.663948,1.93856
8192,80,1,0.9,3.468199,81.087612,8.510135,2.065818
8192,80,1,1,3.745574,129.247985,8.265253,2.252923
8192,80,1,0.5,2.058469,17.925329,8.437988,1.780511
8192,80,1,0.6,2.371927,22.842511,8.322266,1.857613
8192,80,1,0.7,2.719333,35.054464,8.545255,1.888685
8192,80,1,0.8,3.109673,50.366878,8.534076,1.915561
8192,80,1,0.9,3.46807,81.055187,8.577607,2.077663
8192,80,1,1,3.746218,134.026626,8.522176,2.459839
8192,80,1,0.5,2.05829,18.185045,8.666542,1.774318
8192,80,1,0.6,2.372209,23.241156,8.562044,1.89231
8192,80,1,0.7,2.719396,32.5726,8.471403,1.900196
8192,80,1,0.8,3.109848,50.518591,8.531566,1.883666
8192,80,1,0.9,3.467809,81.169402,8.564559,2.059635
8192,80,1,1,3.746078,127.24635,8.495518,2.460125
8192,80,1,0.5,2.058706,17.921379,8.483309,1.767122
8192,80,1,0.6,2.371834,22.988455,8.493619,1.89286
8192,80,1,0.7,2.719451,32.106523,8.777053,1.892586
8192,80,1,0.8,3.109758,50.646185,8.532524,1.905267
8192,80,1,0.9,3.468231,81.973539,8.491286,2.06888
8192,80,1,1,3.745888,137.004549,8.516214,2.489334
8192,80,1,0.5,2.058511,18.007829,8.517628,1.822221
8192,80,1,0.6,2.37173,22.98576,8.462113,1.875052
8192,80,1,0.7,2.719319,32.29323,8.425858,1.885805
8192,80,1,0.8,3.109775,50.378859,8.407928,1.89765
8192,80,1,0.9,3.468361,76.51861,8.605879,2.117732
8192,80,1,1,3.745427,137.461506,8.500562,2.479284
8192,85,1,0.5,2.215046,18.491144,9.24155,1.720835
8192,85,1,0.6,2.539002,23.28447,8.916693,1.830789
8192,85,1,0.7,2.891894,32.839917,9.043489,1.894224
8192,85,1,0.8,3.286973,50.728246,9.084094,1.879969
8192,85,1,0.9,3.627637,75.828624,8.899895,2.127139
8192,85,1,1,3.925298,138.376013,9.13744,2.488103
8192,85,1,0.5,2.214921,18.089164,8.955562,1.710604
8192,85,1,0.6,2.538836,24.18222,9.100365,1.877303
8192,85,1,0.7,2.892201,33.939181,8.970012,1.90492
8192,85,1,0.8,3.271709,50.455437,8.958615,1.943504
8192,85,1,0.9,3.627724,80.920734,9.113253,2.101986
8192,85,1,1,3.925311,135.207536,9.044135,2.430926
8192,85,1,0.5,2.214835,18.270085,9.095891,1.706903
8192,85,1,0.6,2.538864,23.339474,8.920504,1.86856
8192,85,1,0.7,2.891942,34.49712,8.976951,1.907701
8192,85,1,0.8,3.286427,50.942412,8.905864,1.905498
8192,85,1,0.9,3.627667,80.608891,9.071213,2.054989
8192,85,1,1,3.925147,128.40907,8.85954,2.472162
8192,85,1,0.5,2.215025,18.048411,8.892461,1.719491
8192,85,1,0.6,2.539046,24.100732,9.060523,1.855106
8192,85,1,0.7,2.892049,32.38165,8.950508,1.909361
8192,85,1,0.8,3.286786,51.071861,9.214444,1.883774
8192,85,1,0.9,3.627475,80.431671,8.975093,2.072363
8192,85,1,1,3.924996,127.843781,9.012765,2.441335
8192,85,1,0.5,2.214989,18.065194,8.938669,1.715682
8192,85,1,0.6,2.538807,23.194091,8.950841,1.872539
8192,85,1,0.7,2.891663,32.834713,9.045502,1.894066
8192,85,1,0.8,3.286782,50.943246,9.140755,1.867202
8192,85,1,0.9,3.627504,79.817921,8.913675,2.235008
8192,85,1,1,3.924962,137.844672,8.969367,2.524204
8192,90,1,0.5,2.519232,19.640763,10.014019,1.57956
8192,90,1,0.6,2.762663,22.138757,9.544601,1.754546
8192,90,1,0.7,3.134132,31.756717,9.649003,1.820623
8192,90,1,0.8,3.519872,49.423002,9.55932,2.169864
8192,90,1,0.9,3.881708,79.122097,9.632484,2.108194
8192,90,1,1,4.162242,136.412711,9.503134,2.493485
8192,90,1,0.5,2.519072,19.127711,9.537449,1.624431
8192,90,1,0.6,2.76205,22.957454,9.53852,1.7638
8192,90,1,0.7,3.1347,32.098194,9.602342,1.819548
8192,90,1,0.8,3.520278,49.291927,9.582216,1.848871
8192,90,1,0.9,3.881569,79.781194,9.595892,2.045872
8192,90,1,1,4.162727,126.547401,9.629981,2.258263
8192,90,1,0.5,2.518984,18.109457,9.463721,1.602181
8192,90,1,0.6,2.762681,22.829171,9.636294,1.774811
8192,90,1,0.7,3.134551,31.813006,9.715383,1.809022
8192,90,1,0.8,3.520396,49.357215,9.588901,1.845798
8192,90,1,0.9,3.881339,80.651559,9.720679,2.065149
8192,90,1,1,4.162917,129.17106,9.477281,2.474546
8192,90,1,0.5,2.519027,18.244974,9.515454,1.619432
8192,90,1,0.6,2.762791,21.726769,9.695598,1.7654
8192,90,1,0.7,3.135004,31.041168,9.520679,1.86544
8192,90,1,0.8,3.519758,50.222048,9.796316,1.87129
8192,90,1,0.9,3.881282,79.436158,9.416243,2.036058
8192,90,1,1,4.163157,133.535104,9.545502,2.446482
8192,90,1,0.5,2.518773,18.222791,9.590217,1.599825
8192,90,1,0.6,2.762617,22.274245,9.721072,1.750793
8192,90,1,0.7,3.134384,33.870151,9.42044,1.814227
8192,90,1,0.8,3.5199,50.411699,9.686739,1.873022
8192,90,1,0.9,3.881138,80.202307,9.484369,2.124808
8192,90,1,1,4.16266,133.135345,9.423248,2.439432
8192,95,1,0.5,3.019486,16.642046,10.309935,1.304588
8192,95,1,0.6,3.266469,19.086753,10.070829,1.366487
8192,95,1,0.7,3.67991,28.733451,10.219506,2.313745
8192,95,1,0.8,4.035145,41.534543,10.078673,1.648345
8192,95,1,0.9,4.412977,69.853637,9.96344,1.909772
8192,95,1,1,4.706391,125.798995,10.200282,2.321797
8192,95,1,0.5,3.019151,16.472469,10.321694,1.220792
8192,95,1,0.6,3.26594,18.873203,10.074501,1.37478
8192,95,1,0.7,3.680089,27.394463,9.894599,1.571134
8192,95,1,0.8,4.033823,41.697681,10.100601,1.673642
8192,95,1,0.9,4.412952,70.029444,10.049253,1.907563
8192,95,1,1,4.70594,122.295147,10.185586,2.269966
8192,95,1,0.5,3.019695,16.690316,10.35472,1.218984
8192,95,1,0.6,3.266012,19.182463,10.173701,1.375121
8192,95,1,0.7,3.680506,27.667485,10.25129,1.548839
8192,95,1,0.8,4.033901,41.65613,10.272866,1.645996
8192,95,1,0.9,4.411735,70.066792,10.160707,1.884915
8192,95,1,1,4.706558,117.049746,10.093844,2.269878
8192,95,1,0.5,3.019361,16.302768,9.98239,1.233824
8192,95,1,0.6,3.26697,19.442258,10.365791,1.386112
8192,95,1,0.7,3.680861,27.465838,10.176268,1.527447
8192,95,1,0.8,4.033991,40.142544,9.996895,1.68757
8192,95,1,0.9,4.412998,69.986006,10.194181,1.884316
8192,95,1,1,4.706936,123.313652,10.069945,2.328399
8192,95,1,0.5,3.019434,16.405523,10.166234,1.217568
8192,95,1,0.6,3.266393,19.138682,10.044685,1.374907
8192,95,1,0.7,3.680894,28.006549,10.1471,1.665791
8192,95,1,0.8,4.033498,41.64892,10.296165,1.653796
8192,95,1,0.9,4.412742,69.96147,10.27853,1.88807
8192,95,1,1,4.706405,118.779931,9.925295,2.283204
8192,98,1,0.5,4.046587,14.844597,10.727874,1.221783
8192,98,1,0.6,4.147895,14.070415,10.129348,1.023042
8192,98,1,0.7,4.613092,19.459326,10.350348,1.103723
8192,98,1,0.8,5.139559,29.065473,10.240558,1.274901
8192,98,1,0.9,5.556993,48.535798,10.742652,1.443846
8192,98,1,1,5.872139,89.308192,10.298142,1.735945
8192,98,1,0.5,4.047189,14.450133,10.318761,1.229881
8192,98,1,0.6,4.148107,14.417385,10.464011,1.028159
8192,98,1,0.7,4.611479,20.723744,10.401913,1.100412
8192,98,1,0.8,5.139924,30.507706,10.496662,1.25828
8192,98,1,0.9,5.55635,50.900011,10.430653,1.471123
8192,98,1,1,5.872852,89.536007,10.42752,1.722776
8192,98,1,0.5,4.047286,14.565465,10.451684,1.219538
8192,98,1,0.6,4.147717,14.446336,10.502294,1.028973
8192,98,1,0.7,4.612699,19.682737,10.376859,1.181849
8192,98,1,0.8,5.138446,30.033077,10.54284,1.261433
8192,98,1,0.9,5.557432,50.806994,10.479255,1.461067
8192,98,1,1,5.873704,83.418598,10.465852,1.722526
8192,98,1,0.5,4.047263,14.556605,10.420693,1.22205
8192,98,1,0.6,4.147919,14.310206,10.402927,1.021877
8192,98,1,0.7,4.613585,19.923209,10.707394,1.104532
8192,98,1,0.8,5.138015,29.487847,10.36444,1.269833
8192,98,1,0.9,5.557127,48.245688,10.459433,1.484322
8192,98,1,1,5.872097,89.541406,10.584915,1.943248
8192,98,1,0.5,4.04701,14.659012,10.464743,1.271299
8192,98,1,0.6,4.147534,14.388901,10.438085,1.03055
8192,98,1,0.7,4.612303,19.537246,10.483697,1.10897
8192,98,1,0.8,5.13804,29.833718,10.428494,1.244585
8192,98,1,0.9,5.557359,51.420437,10.702105,1.465991
8192,98,1,1,5.872938,89.314463,10.335777,1.713977
16384,80,1,0.5,2.236388,90.672973,39.571212,7.424183
16384,80,1,0.6,2.535984,109.581975,34.580973,7.535327
16384,80,1,0.7,2.96289,167.235806,35.279906,7.490688
16384,80,1,0.8,3.385288,269.559978,33.762724,8.015344
